total_yield,cover_10,region,total_avg,age_avg,experience_avg,insurance_avg,easement_p,conservation_till_avg,fertilizer_per_area,
38.94645253,0,West,1.794,59.4,28.3,1.518854103,0.396301189,1395,14.15904048,
43.85250852,0,West,0.517,56.9,21.7,0.731488073,1.772525849,445,12.80015323,
45,1,Northeast,0.061,57.3,23.9,0.066311828,9.541984733,39,89.24317773,
78.68899218,1,South,0.222,57.9,25.3,0.539411765,8.394160584,318,95.50648041,
74.35862367,1,South,0.187,60.8,25.8,0.756340426,8.310249307,277,68.06018827,
77.53716678,1,South,0.246,58.9,28.2,0.51692638,3.663985702,283,80.15667597,
40.70260223,0,South,0.14,59.9,23.3,0.344795455,0.554785021,324,27.02942919,
42.97696737,1,South,0.238,59.2,20.4,0.385257282,1.039861352,471,50.16325967,
37.61764706,0,South,0.284,61.4,20.7,0.431,2.702702703,181,10.97285068,
30.07759784,0,South,0.122,58.2,19.7,0.3395,1.001430615,266,63.36389281,
39.53708134,0,South,0.234,56.3,20.7,0.471321429,1.094890511,359,74.63151905,
53.22121604,0,South,0.209,61,21.1,0.489368421,17.74891775,277,46.00057993,
41.93607306,1,South,0.496,61,23.7,0.626367347,15.83333333,533,73.91864635,
45.99932088,1,South,0.413,57.7,22.1,0.740328571,7.949790795,1006,59.36638001,
44.07882624,1,South,0.478,57.4,20,0.698390909,11.13490364,272,48.90853579,
43.19444444,1,South,0.278,60.3,20.9,0.474892857,9.644670051,570,47.43933344,
30.15389924,1,South,0.373,59.5,23.3,0.623387097,8.634538153,943,119.676918,
39.49367089,0,South,0.145,59.7,21,0.119428571,21.73913043,56,15.49195394,
53.99862826,1,South,0.458,59.7,23.2,0.856222222,11.44067797,1147,60.14356014,
47.60122699,1,South,0.264,60.2,22.8,0.534393939,7.928388747,371,43.15402593,
57.47531418,1,South,0.626,58.9,24.1,0.82641,14.47811448,1082,63.05371581,
55.50863979,1,South,0.522,60.3,22.8,0.594142857,11.21495327,473,46.99957034,
33.38956805,1,South,0.298,58.3,21.2,0.513893617,7.741935484,432,33.67574552,
34.14516129,0,South,0.105,58.3,23.9,0.119727273,16.46746348,33,17.54385965,
27.4784689,1,South,0.283,58.1,18.5,0.4695,14.47368421,211,15.18256334,
36.875,0,South,0.298,59.6,21.6,0.542517241,11.3253012,433,72.11044918,
60.92637363,0,South,0.129,59.2,23.4,0.154148148,15.50387597,112,21.52013271,
42.51632406,1,South,0.353,59.7,22,0.458327869,9.195402299,404,57.96133739,
28.37526652,0,South,0.102,58.8,20.7,0.152884058,20.70844687,14,17.91096762,
38.26086957,0,South,0.171,57.1,20.5,0.197,29.08366534,13,10.12362958,
39.31306778,1,South,0.393,60.7,24.5,0.847045455,11.63522013,426,60.82913909,
24.4375,0,South,0.263,57.2,20.6,0.600388889,6.338028169,644,34.35741872,
37.26594982,0,South,0.247,60.9,23.8,0.364355932,11.50159744,199,33.08806904,
48.2724359,0,South,0.584,58.6,19.9,0.560816327,11.65048544,285,35.42073551,
51.18254545,0,South,0.328,58.8,22.5,0.66228,16.22418879,486,65.06277278,
36.28137255,0,South,0.102,59.3,22.2,0.160185714,23.62555721,44,17.19511128,
48.54524628,1,South,0.557,58,22.3,0.68362963,9.027777778,659,68.33599362,
22.99530516,1,South,0.333,61.9,22.9,0.838222222,10.61452514,788,35.57159644,
47.38181818,0,South,0.172,60.3,23,0.220648148,23.19688109,135,27.24048453,
36.69449082,1,South,0.171,58,21.5,0.227222222,21.77985948,51,12.73789283,
44.45283019,0,South,0.23,58.7,21.6,0.42368,9.375,448,68.45844918,
50.40445269,1,South,0.278,59,20.9,0.612789474,5.82010582,399,48.95104895,
58.1659292,0,South,0.797,62.7,23.4,0.8607,10.45751634,913,42.10284514,
32.54289004,0,South,0.532,59.5,23.2,0.770876543,9.659090909,717,47.15640064,
51.42370194,0,South,0.471,59.6,22.4,0.878605263,9.433962264,371,57.12715972,
21.47169811,0,South,0.286,62.1,22.3,0.292,20.53571429,93,15.37286207,
56.08619613,1,South,0.524,60.8,21.7,0.822337662,9.375,613,53.41945685,
44.15869565,1,South,0.394,58,22.3,0.565588235,6.209150327,346,90.17276827,
45.18478261,0,South,0.252,61.1,20.4,0.376696429,5.625,204,76.04812702,
55.83323335,1,South,0.376,57.1,21.1,0.679983871,9.349593496,1020,61.83036921,
22.17989418,0,South,0.282,59.1,22.4,0.126047619,14.81481481,189,14.95434988,
39.50877193,0,South,0.251,59.3,20.2,0.46621875,18.53785901,335,31.19701241,
63.61754386,1,North Central,0.365,59.2,28.6,0.589773019,2.357984995,365,66.39795292,
45.46902655,1,North Central,0.271,57.5,27.5,0.346539837,3.409836066,214,56.42001187,
88.34223706,1,North Central,0.481,57.9,29.7,0.620901818,2.18579235,317,69.35168826,
66.24671916,1,North Central,0.24,54.6,24.3,0.342893204,2.300242131,251,27.5282483,
91.60655738,0,North Central,0.358,58.3,25.4,0.352876404,2.427921093,267,21.71224813,
63,1,North Central,0.274,55.3,28.3,0.343874237,2.854996243,278,84.08726295,
71.40232558,0,North Central,0.295,60.5,29.6,0.383847095,2.360876897,328,73.27295004,
49.63945578,1,North Central,0.224,54.9,25.9,0.259288336,1.569186876,180,71.76306958,
70.2585034,1,North Central,0.357,59.9,29.1,0.476845992,2.371134021,353,50.68254806,
74.28651685,1,North Central,0.324,60.4,26.1,0.558726457,3.616352201,423,45.47750408,
81.27877238,1,North Central,0.242,58.8,28.3,0.402248555,2.068416866,256,57.72764176,
68.55319149,1,North Central,0.343,58.5,29.7,0.398209256,2.265372168,260,42.31442461,
69.61412358,0,North Central,0.263,58.9,26.2,0.37978882,2.986857826,287,47.56589991,
23.33333333,1,North Central,0.309,53.9,27.2,0.363308376,1.871657754,319,71.65299757,
19.65517241,0,North Central,0.277,57.7,23.8,0.420825342,2.86591607,308,36.07153795,
51.51515152,0,North Central,0.399,60.6,25.9,0.676582031,2.5,344,51.61321414,
53.60759494,1,North Central,0.307,59.9,28.8,0.469628655,2.941176471,318,69.72268712,
33.39107612,0,North Central,0.436,58.4,28.6,0.604372845,2.292993631,591,70.38333231,
72.296875,0,North Central,0.413,56.3,29.4,0.480963218,2.543068089,377,65.59496899,
68.86153846,0,North Central,0.322,57.7,28,0.47525,2.485380117,326,70.56630368,
86.95637584,1,North Central,0.305,59.2,27.1,0.378995392,3.188405797,339,30.92445285,
72.79904306,1,North Central,0.275,57.8,27.9,0.405446394,3.808680248,241,60.43904717,
37.35,1,North Central,0.268,58.4,28.8,0.340387187,4.801097394,284,67.4053956,
102.5170385,0,West,0.086,57.5,19.2,0.558914286,0.536809816,175,53.36833674,
52.90207514,0,West,0.416,60.4,24.5,0.812,1.05680317,285,8.456122753,
111.1861822,0,West,0.793,55.3,24.6,1.242211111,0.934579439,1152,61.12692723,
75.82792666,0,West,1.112,58.5,22.2,0.479076923,8.947368421,57,8.71570057,
70.01627959,0,West,0.378,57.7,21.9,0.798821782,1.623083859,454,45.0939527,
74.43447123,1,West,0.198,56.6,20.8,0.897,2.873563218,339,28.20684049,
114.8054084,1,West,0.69,57.6,27.9,0.716040541,3.703703704,421,25.64318918,
106.5069675,0,West,0.12,55.5,20.1,0.396709459,0.524246396,254,138.3550583,
50.17067577,0,West,0.892,57.7,25.3,1.634868421,1.946472019,1714,27.40798747,
49.16748292,0,West,0.29,56.2,24.6,0.42658,1.778907243,163,11.62525943,
76.82330269,0,West,0.545,57.6,24.9,0.803921569,4.483430799,713,96.63850518,
103.7934311,0,West,0.35,57.6,25.2,0.790822222,1.672862454,327,63.58274092,
62.04183954,0,West,0.759,59.6,24.6,0.744958621,0.706214689,516,9.80782542,
57.06020898,0,West,0.13,59.8,19.5,1.099148148,1.863932898,329,12.31165671,
64.12830026,0,West,0.336,58.8,20.4,1.454514925,1.825168108,1058,35.6133344,
96.85504639,0,West,0.432,56.1,27,0.964414141,1.101321586,761,149.5567367,
65.92210452,0,West,0.856,58,24,1.919107843,1.34529148,1145,32.85227222,
114.3804359,0,West,1.287,56.8,24,0.368527273,1.061946903,252,15.25288105,
77.66825588,0,West,1.649,56.9,28.1,2.502922078,1.694915254,1108,86.00118838,
62.5550601,0,West,0.424,56.4,23.8,0.768442308,5.776173285,534,45.67135702,
116.4516246,0,West,0.387,54.5,23,0.52836612,0.825763832,227,62.27482834,
73.8282318,0,West,0.876,58.7,24.5,0.202694444,0.560747664,87,6.807803891,
64.75529229,1,North Central,0.365,58.2,28.1,0.496718224,2.217125382,350,55.36307551,
69.63072865,0,North Central,0.271,57.7,26.2,0.587217195,1.726844584,447,71.57486693,
85.26628571,0,North Central,0.248,59.5,26.9,0.532870588,1.094091904,388,62.44933921,
77.63575042,0,North Central,0.338,58.9,25.8,0.414880597,4.534606205,265,50.60109984,
88.17663043,0,North Central,0.421,58.3,27.6,0.558232323,3.179190751,378,98.63289517,
57.0330251,0,North Central,0.242,61.9,27,0.270883436,2.320675105,188,32.19981156,
90.96929825,0,North Central,0.392,58.7,29.3,0.634338583,2.551834131,440,72.69219969,
57.48866667,1,North Central,0.461,60.4,27.3,0.632532258,3.496503497,569,72.40801575,
76.63660635,0,North Central,0.48,59.5,27.7,0.614571613,2.55354201,553,71.8668106,
78.87263682,0,North Central,0.507,59.6,28.2,0.750124402,4.534005038,522,75.80772927,
79.6074969,0,North Central,0.356,57.6,27.4,0.602098214,3.683492497,312,62.79301364,
76.47728655,0,North Central,0.402,58.8,26.9,0.775738676,2.18579235,567,53.37551094,
73.44380928,0,North Central,0.284,57.7,28.1,0.395574661,2.406738869,392,70.55534817,
72.70577281,0,North Central,0.338,59.1,25.7,0.603650641,2.42510699,417,70.70724129,
75.56117408,0,North Central,0.388,59.1,26.9,0.796538835,2.120141343,541,63.40115366,
81.49784946,0,North Central,0.237,59.1,26.8,0.398253472,3.17679558,305,62.77945971,
94.525,0,North Central,0.477,58.8,28.8,0.706514739,3.465982028,528,71.51867921,
80.46471372,0,North Central,0.408,56.7,24.1,0.851447699,5.666666667,559,75.05963273,
79.65160013,1,North Central,0.384,59.1,28.8,0.625467153,4.12371134,336,52.46626338,
79.42552395,0,North Central,0.251,57,27.2,0.378516995,2.095557418,354,59.71829292,
70.85617295,0,North Central,0.282,56.5,24.4,0.52650308,1.533494754,380,59.27146152,
64.78168264,0,North Central,0.479,58.8,28.1,0.635284574,4.964539007,570,69.80831853,
75.27082385,0,North Central,0.292,60.6,26.6,0.756270073,1.174496644,455,47.5036829,
61.35542857,1,North Central,0.414,59.7,26.4,0.658122222,2.877697842,393,56.94974219,
63.44581164,0,North Central,0.448,57.1,25.3,0.599255618,2.592087312,448,54.39562616,
68.18764846,0,North Central,0.566,57,26.6,0.723048443,2.184466019,498,65.80629112,
78.70065789,0,North Central,0.363,58.6,26.4,0.722632768,1.449275362,420,55.97124669,
74.61016243,1,North Central,0.411,59.2,28.8,0.542723478,4.688908927,442,62.14706638,
74.78991597,0,North Central,0.227,57.8,22,0.396263158,1.863354037,211,16.78329324,
75.06626506,0,North Central,0.44,60.2,30.6,0.550767717,2.054794521,458,59.57576951,
71.22727273,0,North Central,0.358,58.3,27.7,0.543526611,1.62601626,351,69.10806653,
76.24613555,1,North Central,0.449,58.9,28.1,0.570898866,2.440633245,473,70.65283602,
67.19992593,1,North Central,0.287,58.5,25.3,0.881053691,1.683937824,320,47.34208401,
81.62668785,0,North Central,0.273,58.4,28.1,0.415565315,2.409638554,316,63.83779951,
76.20228591,0,North Central,0.245,59,27.1,0.516375817,1.637852593,220,48.16772584,
69.76525822,0,North Central,0.366,57.8,24.8,0.601039604,4.816955684,299,69.15978477,
90.76160991,1,North Central,0.306,58.7,25.6,0.407036458,1.795142555,263,55.15502202,
86.48662821,0,North Central,0.281,58.5,27.4,0.640926267,1.652892562,489,83.7102212,
81.86952064,0,North Central,0.414,58.6,26.2,0.598646789,1.058201058,444,81.95804464,
69.5513834,0,North Central,0.441,59.5,29.2,0.636931034,1.597444089,491,86.81716329,
86.34623218,0,North Central,0.485,58.8,27.4,0.675688679,5.50996483,406,71.78302099,
88.65594188,0,North Central,0.383,59.9,28.1,0.533354586,3.00802139,418,67.75082411,
58.62539185,0,North Central,0.101,60.8,25,0.475121212,3.311258278,208,49.12727986,
69.23762376,1,North Central,0.528,55.7,25.9,0.925732323,2.112676056,884,77.76429324,
75.39354839,0,North Central,0.471,58.2,28.4,0.665439331,0.841346154,570,89.1987289,
70.06642698,1,North Central,0.457,58.1,28.5,0.595082131,3.503427266,451,70.77046557,
66.24421594,0,North Central,0.518,60.7,28.1,0.735,4.685212299,531,75.44275909,
61.7644901,0,North Central,0.471,58.6,25.9,0.710232416,3.225806452,620,79.33200927,
68.37167689,1,North Central,0.36,59.2,27.8,0.519329806,3.678357571,453,69.19855095,
66.02724879,0,North Central,0.295,59.7,27.5,0.605689295,1.297497683,397,70.84104527,
73.12289086,0,North Central,0.248,59.9,26.8,0.495095808,2.290836653,325,54.97129625,
76.28878049,1,North Central,0.421,59.7,27.6,0.545845361,1.483050847,450,71.5692348,
82.66369231,1,North Central,0.569,58.8,25.5,0.824821293,3.467153285,623,86.2600143,
88.59059561,0,North Central,0.284,59.2,26.9,0.747534091,2.158273381,207,42.30769231,
79.57446809,1,North Central,0.414,57.5,26.9,0.591316425,2.894736842,398,67.2455535,
80.53917526,0,North Central,0.236,59.7,25.3,0.667004464,3.405221339,481,69.24291659,
80.10718114,0,North Central,0.438,59.5,27.6,0.656802469,2.683615819,492,76.46406131,
88.6999068,0,North Central,0.435,58.8,25.1,0.655833333,3.367875648,475,63.04333597,
65.40495868,0,North Central,0.377,59.4,28.1,0.604860399,2.673796791,383,66.17297948,
72.35464671,0,North Central,0.31,58.5,27.8,0.650965909,1.76056338,342,57.55795806,
75.03529257,0,North Central,0.411,59,27.7,0.688590062,2.999062793,521,71.80619551,
81.77027027,1,North Central,0.433,58.8,26.9,0.632757143,3.607503608,423,64.61958603,
73.14759036,0,North Central,0.384,56.2,24.1,0.78655615,0.760456274,622,75.76095523,
97.36515152,0,North Central,0.351,59.8,28.4,0.631911894,2.472799209,504,80.62337311,
67.83878505,0,North Central,0.283,60.5,26.4,0.409860051,4.185520362,325,70.47226777,
77.20027858,1,North Central,0.322,59,27.7,0.63498895,0.874125874,388,67.25490728,
78.37966102,0,North Central,0.607,60,28,0.909243243,2.606635071,845,68.2741434,
68.14124839,0,North Central,0.468,59.8,27.5,0.618069479,1.359832636,447,59.10645695,
89.47407407,0,North Central,0.339,59.9,27.7,0.398868132,4.081632653,428,163.022508,
79.29870088,0,North Central,0.324,58.4,27.2,0.664310185,0.866336634,316,48.6732761,
83.48013636,0,North Central,0.299,57.3,26,0.539948617,2.013422819,497,60.81879864,
75.3853211,0,North Central,0.246,59.8,26.3,0.436040984,1.078582435,212,66.93068811,
69.60338983,0,North Central,0.321,57.1,24.8,0.751254386,1.769911504,382,63.79160397,
60.10056285,0,North Central,0.491,60.3,26.3,0.837707317,3.693444137,669,77.04831636,
71.1981352,0,North Central,0.389,59.6,24.4,0.522053942,7.904411765,370,47.56847585,
64.81182796,0,North Central,0.518,59.9,26.3,0.596326667,2,477,66.24893852,
72.12519954,0,North Central,0.303,58.1,27,0.50255,2.172096909,373,63.48509934,
71.70129261,0,North Central,0.299,59.2,28.4,0.546988235,2.90037831,409,58.86444694,
82.05494505,0,North Central,0.494,58.4,28.5,0.698622727,4.143646409,531,72.20539917,
92.20564516,1,North Central,0.316,58.4,28.2,0.569977612,1.03626943,394,69.61232481,
76.89439907,1,North Central,0.355,59.2,27.5,0.505899777,3.267211202,397,84.84111996,
72.30057652,0,North Central,0.255,61.5,26.4,0.74086747,4.576271186,418,33.36121734,
68.9167842,0,North Central,0.449,59.7,27.6,0.746583815,3.241182078,620,72.07700204,
57.22137405,0,North Central,0.48,59.4,29.6,0.576512304,1.547116737,412,58.92341305,
78.46148569,1,North Central,0.488,58.8,30.4,0.647148936,0.979020979,492,71.41629229,
71.61535167,0,North Central,0.359,59,27.3,0.797158537,2.829268293,301,54.48117886,
77.38495524,1,North Central,0.584,58.7,25.7,1.15011399,3.629032258,748,60.59967456,
81.03472599,0,North Central,0.387,58.7,27.1,0.573494715,2.085505735,413,79.77063515,
70.31244825,0,North Central,0.27,59.9,26.1,0.554933333,1.248439451,366,66.47952612,
58.26638478,0,North Central,0.17,59,24.5,0.479591837,2.950819672,224,35.70018774,
80.63554007,0,North Central,0.243,60,26.5,0.517441406,2.445652174,361,61.90905376,
75.49642857,1,North Central,0.308,58.5,27.7,0.487906114,2.608695652,420,70.81655718,
74.85287554,0,North Central,0.147,50.3,23.7,0.426797945,1.379310345,249,55.72329466,
82.55669145,0,North Central,0.182,55.5,26,0.522504532,3.294573643,195,56.09743107,
87.18447506,1,North Central,0.284,58.4,28.1,0.544794393,3.014184397,187,72.55807576,
87.04036186,1,North Central,0.701,55.5,26.6,0.943239669,3.351955307,648,74.54522275,
69.51274919,0,North Central,0.394,60.3,30.1,0.662261261,3.418803419,524,64.34112733,
89.22956437,0,North Central,0.367,55.8,24.3,1.047486339,2.236421725,402,83.95897909,
81.73676383,1,North Central,0.391,55.6,28.1,0.753858921,2.268760908,404,74.03046319,
78.30572519,0,North Central,0.311,58,25.3,0.559752212,2.492211838,361,68.85069979,
73.93754243,0,North Central,0.195,58.4,26.1,0.569494253,3.105590062,221,52.40025966,
65.38995434,0,North Central,0.277,59.5,28.5,0.555800971,2.051282051,422,82.55447867,
85.06686047,0,North Central,0.441,57,28.4,0.657856667,3.392857143,540,73.47219692,
75.31016507,1,North Central,0.183,50.1,24.1,0.766296875,0.975609756,339,100.5713322,
81.06930693,1,North Central,0.206,58.3,26.5,0.493059113,5.836575875,235,56.08723282,
60.78723404,0,North Central,0.108,58.3,24.6,0.2194,2.173913043,91,20.05353799,
69.92765957,1,North Central,0.348,58.2,30,0.535298893,1.893287435,345,75.70482694,
66.13273616,0,North Central,0.307,59.2,27.5,0.701319588,2.380952381,410,69.53624622,
71.60054754,1,North Central,0.236,55.9,26,0.46868599,1.717305152,337,78.16122778,
73.34027188,1,North Central,0.105,49.6,21.6,0.461361345,1.019796041,149,63.04272019,
68.50046168,0,North Central,0.251,58.3,26.8,0.489394958,2.040816327,287,65.40359371,
84.79295574,0,North Central,0.427,57.5,26.2,0.707857843,2.213279678,541,60.85504594,
65.86746988,0,North Central,0.189,58.3,27.2,0.318139303,2.272727273,154,48.30816187,
66.26575729,1,North Central,0.338,56.3,28.4,0.682638498,5.039370079,563,79.51429691,
84.99169016,1,North Central,0.43,59.3,30.3,0.813820755,3.118908382,472,82.88190191,
66.6829184,0,North Central,0.385,59.1,27,0.713375587,1.619433198,545,60.90721606,
57.61398964,0,North Central,0.204,57.8,26.5,0.69428,2.053140097,369,66.78153161,
67.35856574,0,North Central,0.218,60.5,27.6,0.57890411,1.025641026,173,64.56783237,
74.29720177,0,North Central,0.308,57.3,24.4,0.731082902,1.996370236,374,64.99033338,
77.30508475,0,North Central,0.141,58.1,24.3,0.517353982,1.043643264,149,55.81313971,
79.35540839,0,North Central,0.232,57.6,23.2,0.707790055,1.215805471,571,59.97932424,
71.54704595,0,North Central,0.265,57.8,25.6,0.611680203,2.201257862,312,72.90380781,
75.64762516,0,North Central,0.345,59.9,29.9,0.590257862,3.55450237,532,70.80702718,
75.84627016,0,North Central,0.323,58,28,0.687851163,1.800327332,502,64.51154962,
71.13700352,1,North Central,0.303,57.2,28.2,0.499378505,4.210526316,177,72.26138492,
85.4,1,North Central,0.442,58,27.4,0.722416393,3.764320786,578,73.19619304,
